"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"","","","","","","","","","","
Step Description:
Proceed to push the Next button till the last page
Expected Result:
1. System opens 12th page &gt; 12th page is selected, pages in the list are changed
2. The page is scrolling up

Three dots are displayed after the 1st page and all of the last seven pages.

**Buttons:**

Previous - active/disabled if the cursor on the first page
Next - active/disabled if the cursor on the last page

**Pagination view:**

1...6 7 8 9 10 11 12","","1. System opens 12th page &gt; 12th page is selected, pages in the list are changed
2. The page is scrolling up

Three dots are displayed after the 1st page and all of the last seven pages.

**Buttons:**

Previous - active/disabled if the cursor on the first page
Next - active/disabled if the cursor on the last page

**Pagination view:**

1...6 7 8 9 10 11 12","","Proceed to push the Next button till the last page",""
"C410454","Orders > Pagination > Previous button","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
Select the last 12th page
Click on the Previous button
Expected Result:
1. System opens 11th page &gt; 11th page is selected, pages in the list are changed
2. The page is scrolling up

Three dots are displayed after the 1st page and all of the last seven pages.

**Buttons:**

Previous - active/disabled if the cursor on the first page
Next - active/disabled if the cursor on the last page

**Pagination view:**

1...6 7 8 9 10 11 12","","1. System opens 11th page &gt; 11th page is selected, pages in the list are changed
2. The page is scrolling up

Three dots are displayed after the 1st page and all of the last seven pages.

**Buttons:**

Previous - active/disabled if the cursor on the first page
Next - active/disabled if the cursor on the last page

**Pagination view:**

1...6 7 8 9 10 11 12","","Select the last 12th page
Click on the Previous button","Other"
"","","","","","","","","","","
Step Description:
Proceed to push the Previous button till the 7-page
Expected Result:
1. System opens 7th page &gt; 7th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up
4. Three dots after 1st and before the last page were added 

**Pagination view:**

1...4 5 6 7 8...12","","1. System opens 7th page &gt; 7th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up
4. Three dots after 1st and before the last page were added 

**Pagination view:**

1...4 5 6 7 8...12","","Proceed to push the Previous button till the 7-page",""
"","","","","","","","","","","
Step Description:
Proceed to push the Previous button till the 1st page
Expected Result:
**Buttons:**

- Previous - disabled if the cursor on the first page active
- Next - active

- The 1st page is selected and active
- There are 12 pages with 10 addresses on each 


**Pagination view:**

1 2 3 4 5 6 7...12","","**Buttons:**

- Previous - disabled if the cursor on the first page active
- Next - active

- The 1st page is selected and active
- There are 12 pages with 10 addresses on each 


**Pagination view:**

1 2 3 4 5 6 7...12","","Proceed to push the Previous button till the 1st page",""
"C410455","Orders > Pagination > Delete pages","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
Go to admin &gt; Orders
Delete 10 orders which belong User1

Go to Storefront &gt; Orders
Open the last page
Check the number of pages
Check Next button
Expected Result:
1. The last page is deleted
2. System opens 11th page &gt; 11th page is selected, pages in the list are changed

**Buttons:**

Previous - active
Next - disabled

There are 11 pages with 10 addresses on each

**Pagination view:**

1...5 6 7 8 9 10 11","","1. The last page is deleted
2. System opens 11th page &gt; 11th page is selected, pages in the list are changed

**Buttons:**

Previous - active
Next - disabled

There are 11 pages with 10 addresses on each

**Pagination view:**

1...5 6 7 8 9 10 11","","Go to admin &gt; Orders
Delete 10 orders which belong User1

Go to Storefront &gt; Orders
Open the last page
Check the number of pages
Check Next button","Other"
"C410456","MOBILE > Orders > General view","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Open Account &gt;  Orders tab 
2. Check the page
Expected Result:
1. The next elements are presented:
-- Default header for mobile
-- 'Orders' title
-- Filters button
-- Search field + Search button
-- Orders list contain the next information about items:

== Order number
== Status
== Date
== Total

-- Pagination (only if Orders &gt; 10) ","","1. The next elements are presented:
-- Default header for mobile
-- 'Orders' title
-- Filters button
-- Search field + Search button
-- Orders list contain the next information about items:

== Order number
== Status
== Date
== Total

-- Pagination (only if Orders &gt; 10) ","","1. Open Account &gt;  Orders tab 
2. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Check the list of the orders
Expected Result:
1. 10 orders presented on the 1st page, 1 order on 2nd page.","","1. 10 orders presented on the 1st page, 1 order on 2nd page.","","1. Check the list of the orders",""
"","","","","","","","","","","
Step Description:
1. Scroll page up and down
2. Pay attention to the header 
Expected Result:
??? Header is static ???","","??? Header is static ???","","1. Scroll page up and down
2. Pay attention to the header ",""
"C410457","MOBILE > Orders > Filters > General view","","","Medium","Orders (Desktop+Mobile)","0","","Orders (Desktop+Mobile)","","Step Description:
1. Open My account page &gt;  Orders tab
2. Tap on the button """"Filters""""
Expected Result:
1. Appears side filters menu contain the next elements:
-- 'Filters' title + Close button (X)
-- 'Status' block with Arrow (up) button contain the next checkboxes:
== 'New'
== 'Processing'
== 'Pending'
== 'Cancelled'
== 'Completed'

-- 'Created date' block contain the next fields:
== 'Start date' contain the date format (mm/dd/yyy) and calendar icon
== 'End date' contain the date format (mm/dd/yyy) and calendar icon 

-- 'Reset' button (inactive)
-- 'Apply' button (inactive) ","","1. Appears side filters menu contain the next elements:
-- 'Filters' title + Close button (X)
-- 'Status' block with Arrow (up) button contain the next checkboxes:
== 'New'
== 'Processing'
== 'Pending'
== 'Cancelled'
== 'Completed'

-- 'Created date' block contain the next fields:
== 'Start date' contain the date format (mm/dd/yyy) and calendar icon
== 'End date' contain the date format (mm/dd/yyy) and calendar icon 

-- 'Reset' button (inactive)
-- 'Apply' button (inactive) ","","1. Open My account page &gt;  Orders tab
2. Tap on the button ""Filters""","Other"
"","","","","","","","","","","
Step Description:
1. Tap on the Close button (X)
Expected Result:
1. Filters side menu closes without any changes","","1. Filters side menu closes without any changes","","1. Tap on the Close button (X)",""
"","","","","","","","","","","
Step Description:
1. Open side filters menu
2. Tap on the Arrow button of the 'Status' block 
Expected Result:
1. The 'Status' block collapse to the 'Status' title
2. Arrow button change state to down","","1. The 'Status' block collapse to the 'Status' title
2. Arrow button change state to down","","1. Open side filters menu
2. Tap on the Arrow button of the 'Status' block ",""
